,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
189,327139,Data Usage Cap Maine,2015-06-06,06-Jun-15,8:04:42 PM,Customer Care Call,Bath,Maine,4530,Open,No,June,Open
190,360806,Comcasts Shady Business Practices,2015-06-24,24-Jun-15,3:43:45 AM,Internet,Battle Ground,Washington,98604,Open,Yes,June,Open
191,375249,Comcast cable,2015-06-30,30-Jun-15,3:47:29 PM,Internet,Beach Haven,New Jersey,8008,Pending,No,June,Open
192,373009,Comcast Pricing,2015-06-29,29-Jun-15,4:50:06 PM,Internet,Beachwood,New Jersey,8722,Open,No,June,Open
193,229055,Comcast Complaint,2015-04-10,04-Oct-15,2:35:54 PM,Internet,Beale Afb,California,95903,Closed,No,April,Closed
194,365445,CABLE,2015-06-25,25-Jun-15,2:25:23 PM,Internet,Beaver Falls,Pennsylvania,15010,Solved,No,June,Closed
195,252877,Comcast Charges,2015-04-23,23-Apr-15,3:20:54 PM,Customer Care Call,Beaverton,Oregon,97005,Open,No,April,Open
196,316088,Comcast,2015-05-31,31-May-15,11:02:38 PM,Customer Care Call,Beaverton,Oregon,97006,Pending,No,May,Open
197,297569,Internet needed!,2015-05-19,19-May-15,4:23:00 PM,Internet,Bedford,Indiana,47421,Solved,No,May,Closed
198,282375,Deceptive Practices,2015-05-10,05-Oct-15,9:54:33 AM,Internet,Bedford,Pennsylvania,15522,Solved,No,May,Closed
199,249174,Comcast fraud,2015-04-21,21-Apr-15,9:56:13 PM,Internet,Bel Air,Maryland,21014,Closed,No,April,Closed
200,327919,Complaint CR Comcast Problem - VOIP Phone not working for days,2015-06-08,06-Aug-15,10:23:24 AM,Internet,Bel Air,Maryland,21014,Solved,No,June,Closed
201,238313,Comcast,2015-04-15,15-Apr-15,9:40:42 PM,Internet,Belleville,Michigan,48111,Closed,No,April,Closed
202,226213,Double-billing,2015-04-09,04-Sep-15,12:15:51 PM,Internet,Bellevue,Washington,98004,Closed,No,April,Closed
203,216441,download speeds slower than dial-up but paying for 25 Mbps,2015-04-03,04-Mar-15,1:41:50 PM,Internet,Bellevue,Washington,98006,Closed,No,April,Closed
204,364301,Comcast billing error,2015-06-25,25-Jun-15,11:33:32 AM,Internet,Bellingham,Washington,98229,Solved,Yes,June,Closed
205,367375,Comcast Internet Technical Support,2015-06-26,26-Jun-15,4:54:18 AM,Internet,Bellingham,Washington,98225,Solved,No,June,Closed
206,235996,Comcast Blocking HBOGo on PS4,2015-04-14,14-Apr-15,9:08:59 PM,Customer Care Call,Belmont,California,94002,Closed,No,April,Closed
207,231265,Residentail Broadband Data Caps,2015-04-12,04-Dec-15,3:10:25 PM,Internet,Belmont,Michigan,49306,Closed,No,April,Closed
208,363097,Comcast,2015-06-24,24-Jun-15,6:24:00 PM,Internet,Belton,Missouri,64012,Open,No,June,Open
209,304557,Monthly Charges Increased without any notice,2015-05-23,23-May-15,10:19:35 AM,Internet,Beltsville,Maryland,20705,Solved,No,May,Closed
210,260284,Comcast internet for low income families,2015-04-27,27-Apr-15,8:57:16 PM,Customer Care Call,Belvidere,Illinois,61008,Closed,No,April,Closed
211,260286,Comcast internet for low income families,2015-04-27,27-Apr-15,8:57:43 PM,Internet,Belvidere,Illinois,61008,Closed,No,April,Closed
212,272802,Comcast Service and customer service representative,2015-05-04,05-Apr-15,8:59:22 PM,Internet,Bensalem,Pennsylvania,19020,Closed,No,May,Closed
213,293050,Poor internet connection/dropped connection since installation of new modem,2015-05-16,16-May-15,8:32:31 AM,Internet,Bensalem,Pennsylvania,19020,Solved,No,May,Closed
214,351961,Comcast Billing,2015-06-19,19-Jun-15,1:46:28 PM,Internet,Bensalem,Pennsylvania,19020,Solved,Yes,June,Closed
215,360739,Bank Fee Refund Reques,2015-06-24,24-Jun-15,1:48:55 AM,Internet,Berkeley,California,94704,Closed,No,June,Closed
216,360830,COMCAST Unfair Charge,2015-06-24,24-Jun-15,4:24:26 AM,Internet,Berkeley,California,94705,Pending,No,June,Open
217,370385,Wrongful Billing,2015-06-27,27-Jun-15,6:44:08 PM,Customer Care Call,Berkeley,California,94704,Solved,No,June,Closed
218,232450,Billing problem,2015-04-13,13-Apr-15,2:26:56 PM,Customer Care Call,Berkeley Lake,Georgia,30096,Closed,No,April,Closed
219,373879,Service refusal and lower than advertised speeds.,2015-06-30,30-Jun-15,12:40:28 AM,Internet,Berkeley Spring,West Virginia,25411,Open,No,June,Open
220,347973,COMCAST - MAJOR COMPLAINT 1ST TIME CUSTOMER - AGGRAVATED HEALTH ISSUES,2015-06-18,18-Jun-15,9:37:51 AM,Customer Care Call,Berwyn,Pennsylvania,19312,Closed,No,June,Closed
221,353984,Connecting the service,2015-06-20,20-Jun-15,3:28:21 PM,Customer Care Call,Bethesda,Maryland,20817,Solved,No,June,Closed
222,348310,Over Charge by lying,2015-06-18,18-Jun-15,11:08:53 AM,Internet,Blacksburg,Virginia,24060,Solved,No,June,Closed
223,300985,Comcast keeps changing bill and every time gives new reasons!!,2015-05-21,21-May-15,11:29:53 AM,Internet,Blackwood,New Jersey,8012,Solved,No,May,Closed
224,336029,Ad in craigslist was a scam for selling product not owned,2015-06-11,06-Nov-15,9:31:55 PM,Internet,Blackwood,New Jersey,8012,Closed,No,June,Closed
225,353614,Comcast Internet,2015-06-20,20-Jun-15,10:58:15 AM,Customer Care Call,Blaine,Washington,98230,Solved,No,June,Closed
226,350810,Comcast billing after discontinuation of service,2015-06-18,18-Jun-15,10:52:12 PM,Customer Care Call,Blairstown,New Jersey,7825,Solved,No,June,Closed
227,347021,COMPLAINT AGAINST COMCAST,2015-06-17,17-Jun-15,6:54:21 PM,Customer Care Call,Bloomfield,Michigan,48302,Open,No,June,Open
228,347789,Comcast data cap,2015-06-18,18-Jun-15,3:22:37 AM,Internet,Bloomingdale,Georgia,31302,Open,No,June,Open
229,358822,Comcast Issues,2015-06-23,23-Jun-15,3:05:04 PM,Internet,Bloomingdale,Georgia,31302,Pending,No,June,Open
230,249465,Comcast charging a fee without disclosing,2015-04-22,22-Apr-15,8:44:27 AM,Internet,Bloomington,Illinois,61701,Closed,No,April,Closed
231,360372,increased bill,2015-06-23,23-Jun-15,10:36:29 PM,Internet,Bloomington,Illinois,61704,Solved,No,June,Closed
232,360432,"Incorrect charges, and would not fix",2015-06-23,23-Jun-15,11:00:41 PM,Internet,Bloomington,Illinois,61701,Open,No,June,Open
233,367310,Suspected Throttling,2015-06-26,26-Jun-15,1:00:33 AM,Internet,Bloomington,Illinois,61704,Open,Yes,June,Open
234,251442,constant disruption of internet service,2015-04-22,22-Apr-15,9:41:10 PM,Customer Care Call,Bloomington,Indiana,47401,Closed,No,April,Closed
235,363940,Comcast Unfair Billing Practices,2015-06-25,25-Jun-15,9:05:14 AM,Customer Care Call,Bloomington,Indiana,47408,Solved,No,June,Closed
236,367449,Incorrect Billing and Service from Comcast,2015-06-26,26-Jun-15,8:45:22 AM,Internet,Bloomington,Indiana,47401,Solved,No,June,Closed
237,312775,Comcast reduced my internet speed,2015-05-28,28-May-15,11:01:44 PM,Customer Care Call,Bloomington,Minnesota,55420,Solved,No,May,Closed
238,360666,Keep getting charged rental fees for modem I already own,2015-06-24,24-Jun-15,12:49:46 AM,Customer Care Call,Bloomington,Minnesota,55431,Solved,No,June,Closed
239,327468,Dealing with Comcast/Xfinity,2015-06-07,06-Jul-15,3:07:09 PM,Internet,Bloominton,Illinois,61701,Closed,No,June,Closed
240,239613,Over Billing,2015-04-16,16-Apr-15,3:03:03 PM,Customer Care Call,Boca Raton,Florida,33496,Closed,No,April,Closed
241,253813,Billing,2015-04-23,23-Apr-15,5:48:47 PM,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes,April,Closed
242,259141,Awful Service!,2015-04-27,27-Apr-15,2:13:15 PM,Internet,Boca Raton,Florida,33487,Closed,No,April,Closed
243,275079,Comcast bad practices,2015-05-05,05-May-15,8:41:17 PM,Internet,Boca Raton,Florida,33487,Closed,No,May,Closed
244,292598,Billing for equipment that was not provided to me,2015-05-15,15-May-15,5:48:59 PM,Customer Care Call,Boca Raton,Florida,33496,Open,No,May,Open
245,294846,Comcast Speed Issues,2015-05-18,18-May-15,12:52:13 PM,Customer Care Call,Boca Raton,Florida,33434,Open,No,May,Open
246,319332,Technical Support,2015-06-02,06-Feb-15,4:28:50 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No,June,Closed
247,353911,Failure to supply the proper Internet service,2015-06-20,20-Jun-15,2:41:33 PM,Customer Care Call,Boca Raton,Florida,33432,Solved,No,June,Closed
248,370148,Comcast disconnected my account without reason or notice,2015-06-27,27-Jun-15,3:36:57 PM,Customer Care Call,Boca Raton,Florida,33486,Open,No,June,Open
249,376154,Bad Service/drop calls/no support,2015-06-30,30-Jun-15,9:06:31 PM,Internet,Boca Raton,Florida,33498,Open,No,June,Open
250,375862,Modem rental fees,2015-06-30,30-Jun-15,6:42:19 PM,Internet,Boca Raton,Florida,33496,Open,No,June,Open
251,234849,Comcast - issues galore,2015-04-14,14-Apr-15,2:07:23 PM,Internet,Bolton,Massachusetts,1740,Closed,No,April,Closed
252,344483,Monopolistic behavior,2015-06-16,16-Jun-15,8:36:12 PM,Customer Care Call,Bolton,Massachusetts,1740,Solved,No,June,Closed
253,315491,bait and switch pricing,2015-05-30,30-May-15,10:38:41 PM,Customer Care Call,Bordentown,New Jersey,8505,Open,No,May,Open
254,240843,hbo go comcast,2015-04-17,17-Apr-15,9:30:48 AM,Customer Care Call,Boston,Massachusetts,2215,Closed,No,April,Closed
255,256620,Comcast Slow Internet,2015-04-25,25-Apr-15,1:47:46 AM,Customer Care Call,Boston,Massachusetts,2125,Solved,No,April,Closed
256,331321,Slow Internet Speeds,2015-06-09,06-Sep-15,6:14:18 PM,Customer Care Call,Boston,Massachusetts,2116,Solved,No,June,Closed
257,359031,Comcast Billing pratice,2015-06-23,23-Jun-15,3:41:20 PM,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes,June,Closed
258,360419,Comcast overbilled me and added numerous hidden charges,2015-06-23,23-Jun-15,10:58:16 PM,Internet,Boston,Massachusetts,2114,Solved,No,June,Closed
259,362450,Unfair billing practices of Comcast,2015-06-24,24-Jun-15,3:40:31 PM,Customer Care Call,Boston,Massachusetts,2115,Solved,No,June,Closed
260,215573,HBO GO blocked on Amazon Fire TV,2015-04-02,04-Feb-15,10:25:22 PM,Internet,Bothell,Washington,98012,Closed,No,April,Closed
261,317979,Comcast Outage/poor service 6/1,2015-06-01,06-Jan-15,10:07:53 PM,Customer Care Call,Bothell,Washington,98021,Closed,No,June,Closed
262,231412,Comcast Agreement,2015-04-12,04-Dec-15,7:29:06 PM,Customer Care Call,Boulder,Colorado,80303,Closed,No,April,Closed
263,292412,False contract repersentation,2015-05-15,15-May-15,4:34:23 PM,Customer Care Call,Boulder,Colorado,80304,Solved,Yes,May,Closed
264,370586,"Extremely low speeds, and no help",2015-06-27,27-Jun-15,9:57:04 PM,Internet,Boulder,Colorado,80303,Open,No,June,Open
265,370638,Comcast throttling download speed.,2015-06-27,27-Jun-15,11:03:12 PM,Customer Care Call,Boulder,Colorado,80305,Pending,No,June,Open
266,215789,broadband interuption,2015-04-03,04-Mar-15,9:11:15 AM,Internet,Bourbonnais,Illinois,60914,Closed,No,April,Closed
267,260358,low internet speed,2015-04-27,27-Apr-15,9:34:24 PM,Internet,Bourbonnais,Illinois,60914,Closed,No,April,Closed
268,212818,Incorrect Billing,2015-04-01,04-Jan-15,5:39:39 PM,Customer Care Call,Boynton Beach,Florida,33426,Closed,No,April,Closed
269,338907,Comcast - Diversified Consultants,2015-06-13,13-Jun-15,11:48:10 AM,Internet,Bozeman,Montana,59715,Closed,No,June,Closed
270,371186,COMCAST BILLING FOR LAST @18 mos for services they are unable or unwilling to provide,2015-06-28,28-Jun-15,5:50:11 PM,Internet,Braintree,Massachusetts,2184,Open,No,June,Open
271,228369,Comcast blocks HBO GO on PS4,2015-04-10,04-Oct-15,11:17:48 AM,Customer Care Call,Brandon,Mississippi,39047,Closed,No,April,Closed
272,329488,Comcast data usage charges,2015-06-08,06-Aug-15,8:17:09 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No,June,Closed
273,358865,Comcast Bandwidth Billing Issue,2015-06-23,23-Jun-15,3:12:16 PM,Customer Care Call,Brandon,Mississippi,39047,Solved,No,June,Closed
274,362663,Comcast Internet speeds,2015-06-24,24-Jun-15,4:21:50 PM,Internet,Branford,Connecticut,6405,Solved,No,June,Closed
275,235817,Comcast slow internet service,2015-04-14,14-Apr-15,7:41:02 PM,Internet,Braselton,Georgia,30517,Closed,No,April,Closed
276,354359,Comcast Slow Internet,2015-06-20,20-Jun-15,10:01:52 PM,Customer Care Call,Brentwood,California,94513,Open,No,June,Open
277,316562,Comcast internet freezes up,2015-06-01,06-Jan-15,12:10:43 PM,Internet,Brentwood,Tennessee,37027,Solved,No,June,Closed
278,283105,Comcast changed my account plan after i said no about 2-3 times,2015-05-11,05-Nov-15,11:02:33 AM,Internet,Brick,New Jersey,8724,Solved,No,May,Closed
279,358373,lack of service from comcast,2015-06-23,23-Jun-15,1:33:50 PM,Customer Care Call,Brick,New Jersey,8724,Open,No,June,Open
280,360353,Comcast,2015-06-23,23-Jun-15,10:26:37 PM,Customer Care Call,Brick,New Jersey,8724,Solved,No,June,Closed
281,360370,Comcast,2015-06-23,23-Jun-15,10:35:42 PM,Internet,Brick,New Jersey,8724,Solved,No,June,Closed
282,360980,credit for service outage 6/23/15,2015-06-24,24-Jun-15,9:07:45 AM,Internet,Brick,New Jersey,8723,Solved,No,June,Closed
283,300066,Unauthorized billing,2015-05-20,20-May-15,5:28:54 PM,Customer Care Call,Brier,Washington,98036,Solved,No,May,Closed
284,257589,Billing overcharges,2015-04-26,26-Apr-15,9:46:58 AM,Customer Care Call,Brigantine,New Jersey,8203,Closed,No,April,Closed
285,358720,internet/phone,2015-06-23,23-Jun-15,2:41:50 PM,Internet,Brighton,Colorado,80601,Solved,Yes,June,Closed
286,370683,Comcast Throttling My Internet,2015-06-28,28-Jun-15,1:04:39 AM,Customer Care Call,Brighton,Colorado,80602,Open,No,June,Open
287,214442,Double billing from Comcast,2015-04-02,04-Feb-15,2:20:22 PM,Customer Care Call,Brighton,Michigan,48114,Closed,No,April,Closed
288,255005,Billing Over Charges,2015-04-24,24-Apr-15,12:12:01 PM,Internet,Brighton,Michigan,48116,Closed,No,April,Closed
289,358608,Internet Only,2015-06-23,23-Jun-15,2:22:52 PM,Customer Care Call,Bristol,Connecticut,6010,Solved,No,June,Closed
290,264505,Continuing overcharges,2015-04-29,29-Apr-15,3:21:25 PM,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No,April,Closed
291,308086,Home Security Forgery/Fraud,2015-05-26,26-May-15,5:59:35 PM,Internet,Broadlands,Virginia,20148,Closed,No,May,Closed
292,355113,2+ Day Degraded Services,2015-06-22,22-Jun-15,8:54:47 AM,Internet,Broadway,Virginia,22815,Solved,No,June,Closed
293,363585,Internet Bill too high,2015-06-24,24-Jun-15,10:11:44 PM,Customer Care Call,Brockton,Massachusetts,2302,Solved,No,June,Closed
294,365533,Over paying for my Comcast Services,2015-06-25,25-Jun-15,2:36:20 PM,Internet,Brockton,Massachusetts,2302,Solved,Yes,June,Closed
295,294208,Fees not disclosed before service was installed,2015-05-17,17-May-15,8:36:02 PM,Internet,Brookhaven,Georgia,30319,Solved,No,May,Closed
296,364429,comcast service,2015-06-25,25-Jun-15,12:01:16 PM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,June,Closed
297,364278,Poor customer service,2015-06-25,25-Jun-15,11:27:09 AM,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,June,Closed
298,257067,Billed for service never received,2015-04-25,25-Apr-15,3:28:33 PM,Customer Care Call,Brookline,Massachusetts,2446,Closed,No,April,Closed
299,329486,Comcast,2015-06-08,06-Aug-15,8:16:38 PM,Customer Care Call,Brookline,Massachusetts,2446,Solved,No,June,Closed
300,255676,disrupted internet service,2015-04-24,24-Apr-15,3:19:57 PM,Internet,Broomfield,Colorado,80020,Closed,No,April,Closed
301,361430,Comcast Billing / Speed Issues,2015-06-24,24-Jun-15,11:30:14 AM,Internet,Broomfield,Colorado,80020,Pending,No,June,Open
302,362230,Have to bundle services to get advertised proce.,2015-06-24,24-Jun-15,2:45:05 PM,Customer Care Call,Broomfield,Colorado,80021,Solved,No,June,Closed
303,367225,Comcast policies,2015-06-25,25-Jun-15,10:33:19 PM,Internet,Broomfield,Colorado,80021,Open,No,June,Open
304,370637,Internet Throttling,2015-06-27,27-Jun-15,10:51:38 PM,Internet,Broomfield,Colorado,80021,Pending,No,June,Open
305,370930,Unfair Billing Practices,2015-06-28,28-Jun-15,1:39:59 PM,Internet,Broomfield,Colorado,80023,Solved,No,June,Closed
306,233950,Cocmast billing issues,2015-04-14,14-Apr-15,9:56:53 AM,Internet,Brunswick,Georgia,31525,Closed,No,April,Closed
307,346447,Comcast service that didn't work,2015-06-17,17-Jun-15,4:23:56 PM,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes,June,Closed
308,360896,Data Limit,2015-06-24,24-Jun-15,7:51:36 AM,Customer Care Call,Brunswick,Maine,4011,Closed,No,June,Closed
309,358891,Pricing is not competive,2015-06-23,23-Jun-15,3:15:55 PM,Customer Care Call,Buford,Georgia,30519,Solved,No,June,Closed
310,358669,comcast billing practices-unfair,2015-06-23,23-Jun-15,2:30:03 PM,Customer Care Call,Buford,Georgia,30519,Pending,No,June,Open
311,337181,Comcast,2015-06-12,06-Dec-15,2:22:35 PM,Customer Care Call,Burien,Washington,98146,Solved,No,June,Closed
312,369878,Slow Internet,2015-06-27,27-Jun-15,12:07:30 PM,Customer Care Call,Burlington,Vermont,5401,Solved,No,June,Closed
313,275759,Internet Service,2015-05-06,05-Jun-15,12:14:27 PM,Customer Care Call,Burlington,West Virginia,26710,Closed,No,May,Closed
314,258369,Xfinity False Advertisement,2015-04-27,27-Apr-15,10:38:01 AM,Customer Care Call,Burnsville,Minnesota,55337,Closed,No,April,Closed
315,362348,"Comcast - constantly low speeds, 'miscommunication' about billing errors. Not responding to complaints.",2015-06-24,24-Jun-15,3:17:05 PM,Internet,Burnsville,Minnesota,55306,Solved,No,June,Closed
316,265612,Comcast HBO-Go Application and Sony Products,2015-04-29,29-Apr-15,11:04:49 PM,Internet,Burr Ridge,Illinois,60527,Closed,No,April,Closed
317,249466,Never resolved problem with Comcast,2015-04-22,22-Apr-15,8:45:14 AM,Internet,Burr Ridge,Illinois,60527,Open,No,April,Open
318,276254,Slow Speed with the entire connection,2015-05-06,05-Jun-15,2:20:38 PM,Internet,Buzzards Bay,Massachusetts,2532,Solved,No,May,Closed
319,360678,Comcast Possibly Throttling my Internet,2015-06-24,24-Jun-15,1:00:18 AM,Internet,Camas,Washington,98682,Solved,No,June,Closed
320,232947,Comcast sucks,2015-04-13,13-Apr-15,4:51:51 PM,Internet,Cambridge,Maryland,21613,Closed,No,April,Closed
321,223515,"Issues with Comcast regarding service, billing, etc",2015-04-08,04-Aug-15,10:48:14 AM,Customer Care Call,Cambridge,Massachusetts,2138,Closed,No,April,Closed
322,250591,Internet/TV Billing,2015-04-22,22-Apr-15,3:42:39 PM,Internet,Cambridge,Massachusetts,2138,Closed,No,April,Closed
323,301085,difficulty to cancel services before moving,2015-05-21,21-May-15,12:10:49 PM,Internet,Cambridge,Massachusetts,2141,Solved,No,May,Closed
324,340458,Comcast Incompetence/Lies/Robbery,2015-06-15,15-Jun-15,9:14:44 AM,Customer Care Call,Cambridge,Massachusetts,2138,Open,No,June,Open
325,357799,"Comcast is ""forcing"" bundles on me while silently raising my bill",2015-06-23,23-Jun-15,11:20:15 AM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No,June,Closed
326,363493,Internet Slowdown,2015-06-24,24-Jun-15,9:27:50 PM,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No,June,Closed
327,365561,Comcast price,2015-06-25,25-Jun-15,2:38:54 PM,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No,June,Closed
328,351820,Comcast fails to fulfill request for Internet service,2015-06-19,19-Jun-15,1:16:40 PM,Internet,Camino,California,95709,Open,No,June,Open
329,315997,Hidden Product Installation Fee,2015-05-31,31-May-15,8:27:53 PM,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No,May,Closed
330,354888,2 months and Comcast has not fixed problem,2015-06-21,21-Jun-15,8:57:27 PM,Internet,Cane Ridge,Tennessee,37013,Solved,No,June,Closed
331,322409,FCC Complaint against comcast/xfinity on providing false information.,2015-06-03,06-Mar-15,10:20:53 PM,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No,June,Closed
